queue_order,source_id,relative_path,sha256,work_family,edition_status,suggested_locator_type,source_position_rule
0079,SRC-a5724d3084d330e8,final/khane-to/episode-07.md,5166760916c5d6981e828effef8c93e8a95162af9a92f474c1f09ae3b1e66642,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0080,SRC-e1b138c067bdebf9,final/khane-to/episode-08.md,9f2b4d14ec8733342c0c221b0af28e96a20db7f52f54db4096d6ecbaabe479b2,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0081,SRC-7903c7c2a2c98e71,final/khane-to/episode-09.md,f0b081af2ee2258373219cd4f3459fb7c2bc89f3e7ffe940ce994a8acda01cd4,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0082,SRC-59cdcd6661bca026,final/khane-to/episode-10.md,7963b20eb0021bf2462beb9e44e5f9c45b664ee94023a39c1c1ba352925a4420,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0083,SRC-8a462d950aeb3072,final/khane-to/episode-11.md,ace3859371d488748d621760e2bf402ef328ceb77c31d17d307d9aa675ab7198,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0084,SRC-62148e295182ff51,final/khane-to/episode-12.md,730a89ad935861f6d4bd21e6075729e1405ff051d8ba6e6003ce39b4e341727b,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0085,SRC-89b9829352ddcbeb,final/khane-to/episode-13.md,5318f8e0f99a2ec82fe3fdf40c5e7eaeff4d96069922014ea0bf883ac5f4cd6d,متن ویدیو/khane-to,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0086,SRC-cb62dee5db969aa2,final/mq/episode-01.md,36510d923a748e5e077a73ab26e5f3ffefedfd9ebf475e5f06b20117973269d6,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0087,SRC-81778dc32cb92ab9,final/mq/episode-02.md,a3c042c22914ad50fa3b73861f89c16d6535dda9f7789b02b2a9049b692fe3f1,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0088,SRC-0b88b606560b1abe,final/mq/episode-03.md,6449f5868da376873f842fc90be9978c8b54fe3a59c91f13012d489d9e606736,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0089,SRC-30661225d6983d67,final/mq/episode-04.md,807a93b9050d18d9d6aaa0e25970492a3cacebcc185ce21e5659f21867b7bad7,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0090,SRC-603182c66c1d6bba,final/mq/episode-05.md,bcad8f7285d2a21a8a7e9ad0f2e57ec4cd27a58b647897a2ca1a770303b899fd,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0091,SRC-014868fe9267b049,final/mq/episode-06.md,8e74e34e4c5176652e4860993bb5a260e4259a36fad7eb6554aa90c8f3a925a7,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0092,SRC-0c73a45a071fadfc,final/mq/episode-07.md,8122ecd1db6d9af86ee0e26fa1f3089519160eb08746a4bfa44ab96450702269,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0093,SRC-1aa3e88d06bf9b21,final/mq/episode-08.md,ccf826573523010594670bc28abb737021b7ec912b7dfde71e6a734224125249,متن ویدیو/mq,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0094,SRC-20840290b6292e2c,final/tarbiat-morabi/episode-01.md,12466f9428daae6edfe2a834c082f5c1a0a8beeca538dc15ed3552a52b2c7328,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0095,SRC-8de4f58fefd60d08,final/tarbiat-morabi/episode-02.md,35be033abdd3177a9d8eec0ecc1e5a1eab9b280a56b00df1d52ff1830473024d,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0096,SRC-799ecb189d590c32,final/tarbiat-morabi/episode-03.md,bea568849c38150971656f020ebfe5349051426cd0d72201bc506066e8e71619,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0097,SRC-8218c97ecc828a5f,final/tarbiat-morabi/episode-04.md,630685ef91c82f70bd86993d7c1c1440e8441fdffa6f82faf1ef9bcf5c4dfc03,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0098,SRC-3877859defaaa4d3,final/tarbiat-morabi/episode-05.md,68e24ffcf1a0b0ffb43de5971f6e57b88585f7cb01766cb1b4f2ba815351fd2b,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0099,SRC-f144691886f6be36,final/tarbiat-morabi/episode-06.md,81396ab4b13e004e25a76fbb34c985c475dac166bb8639f550bb7e3fe93e5039,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0100,SRC-10c0a6ebfaccce32,final/tarbiat-morabi/episode-07.md,5af105588aebc2cd23bf6d54d56bd15cb5902323bc08d3ad57c6058d9db3c360,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0101,SRC-cf785340c418ef22,final/tarbiat-morabi/episode-08.md,70c41c8e1bb0c3c79cab0b453860d737c09bdfabbb48df359cace83e9110eff5,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0102,SRC-6f66e950b13bc8a2,final/tarbiat-morabi/episode-09.md,0c7d70c2a920fdd381ebe9b7af09f739fce48c0b68da56b20d7662dae415423d,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0103,SRC-c121d3ea5d5be24f,final/tarbiat-morabi/episode-10.md,a89546575c784cfac17ca00f7882d5779a2716265fed7ccbf9298ef239a5f3e7,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0104,SRC-943524443e3713b0,final/tarbiat-morabi/episode-11.md,26fce7c6d5ac9d7acb44cb3d8d2356acfc52a6959d9f43b706d29f550f38b437,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0105,SRC-867bd90b2a90c5f1,final/tarbiat-morabi/episode-12.md,01ff21ce0f23d835d1cd0e0babc401593a9826bec645ad485b923d99d64b6734,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0106,SRC-f62d63c6524fed44,final/tarbiat-morabi/episode-13.md,80b6648019d91cc3483550b0138f575a210d8d550fadf79fb38b541fb7757451,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0107,SRC-dbeb80dbefae9f40,final/tarbiat-morabi/episode-14.md,4d7516ea03944120bab944d573cfdadada931da3f3df8858e606f057b7841d5e,متن ویدیو/tarbiat-morabi,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0108,SRC-d556ebbfe190a507,final/uni-tehran/episode-01.md,ed29f465e17d468b2478589622c533099e49a0d944d6a080f70348105f818d41,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0109,SRC-7bf6e7b9dd1e46f7,final/uni-tehran/episode-02.md,03364e6b5db6d67aef4e90761eedb6773ea2c0b34ed4b3b00489e1d99fb6bfd0,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0110,SRC-8235493cc98dca25,final/uni-tehran/episode-03.md,44db6c27e463266fe8e32b3a624f0ed9dfe6e7c04a39de273b98cfc314c436fa,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0111,SRC-6b12111510edbe44,final/uni-tehran/episode-04.md,0390daf29960bf88229710d1925bbf5c9fa87924f8d6f3c3a4c244ce158557a5,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0112,SRC-61c627e405d10c42,final/uni-tehran/episode-05.md,4e758888873bfbf966210773760ffb5153c5773aebaf8325efd88d2dfe569030,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0113,SRC-1418b3e37bc4004b,final/uni-tehran/episode-06.md,79d5ded3f73f75edfc44b132f57b6ed9a1140995c4032af1dc73e9708218985c,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0114,SRC-281cf598b9565628,final/uni-tehran/episode-07.md,488f950904fb41302cec5d7e5bf8af91f744f82fe7dceb6aca9ea88a96fddc02,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0115,SRC-72bf9e99a1054d21,final/uni-tehran/episode-08.md,abc11a9b8a492b800c702224ded5f56124c1aed612a2ff7e73be3ef5ee77a324,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0116,SRC-018ce5589ecf3bb5,final/uni-tehran/episode-09.md,5c7813bda2610651977d749766c66fec714b346d1fd67715a8ce715255b30370,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0117,SRC-7f69ae7dead57ad5,final/uni-tehran/episode-10.md,1a4b1c2900faa78de3941f1c666e522a002b814b9974132984c41b96bf76cc3e,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0118,SRC-9de621a41bb20a99,final/uni-tehran/episode-11.md,521aa86d17892318226567e53521f94f5be0b85025b45a824740121a60b8780b,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0119,SRC-ac341518d4fe966b,final/uni-tehran/episode-12.md,5f5b9cf258d673bc9e9e4b2fda626a16a98b461614ad4ccbd2bdeaa9eed0b9a2,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0120,SRC-8e090f04d15f1f56,final/uni-tehran/episode-13.md,719c59d891fc97e6084b20a72801b738493197d9182a0cf379f2c5c222e7d641,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0121,SRC-26016a28bcca494f,final/uni-tehran/episode-14.md,9a4a821184d4c2dc0ee44a76c65a924c887980ffd2ed384cd1a4df728d535195,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0122,SRC-ed26c5da7f5f6f5a,final/uni-tehran/episode-15.md,50e8bf5d4672e9a214ab617190c6e17ce3a3730be4c2d198b8805ca8e89a23c8,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0123,SRC-6ca16ea3cc28e68a,final/uni-tehran/episode-16.md,9c60b10f7743c43046196fd5903b35ca537148a192ea18e86a1bfc27caebb8b4,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0124,SRC-a70ecb6d02a868ba,final/uni-tehran/episode-17.md,8a523808e753e04dd197a5d3aa367ad71f0bb6be5786f87d4a5ad4131f177ded,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0125,SRC-c8a94bb259b52480,final/uni-tehran/episode-18.md,a504cf9748e272920581af7f903e9da59a6d30a21ec95fcdb53c9678e798d842,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0126,SRC-c42ad66d4f77e245,final/uni-tehran/episode-19.md,a1320b0df0dfb60e55c231b1a7b769dfa0dab68c5f27f05109880f8d7612eaad,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0127,SRC-69c77d39e21a4cc4,final/uni-tehran/episode-20.md,c07184716e90f0a77cece87ac5101e8888cf119fcb79ae1b00650e178393dde7,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0128,SRC-7649cbca8d5fc170,final/uni-tehran/episode-21.md,3674fb35587a6ea659c7ab6569a56b55c4ee145217857d9ceb872c7f8bd2e972,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0129,SRC-a0c15dbd6494c8ba,final/uni-tehran/episode-22.md,ea8c8bba44c8eee01e6cd1680c03e48175e4a724b2058229da618abc53fbe888,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0130,SRC-e36dcb831f943d80,final/uni-tehran/episode-23.md,b6a2083f8856dae21ddffd50aa79ee1d969f4ad23cdb2bea222ec7250b9432de,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0131,SRC-cbeb9dbeead81768,final/uni-tehran/episode-24.md,dcd5f557ffc3fc0631e866ce9e8f4cafb3369e522fff03838d0c5a6e01a7b6d1,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0132,SRC-8ff0fb875f375c29,final/uni-tehran/episode-25.md,362bb2c60292b3cdfd1db632f2ea522ee07a506e4fd7d14a9692e56ba5cf72b8,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0133,SRC-f95af76b26c34d97,final/uni-tehran/episode-26.md,a32f223283e322318afe13c0cbf3c31d38dc728ab2d9229266c1920d50b1158d,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0134,SRC-55f6909260bd87f5,final/uni-tehran/episode-27.md,6527085ffa1e0339f2fe7bbe8d751389a076c9734250a8888308024c82133ad8,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0135,SRC-fca4b1307e69c297,final/uni-tehran/episode-28.md,11630c439e699aaa626220a0e7dfc41e4ec20d8cc8b5ccc94be1749e6438ea14,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0136,SRC-491142c01d14aea9,final/uni-tehran/episode-29.md,db3f3064d2aa048c3ec7b115a3e0578a7cb9eb4013a0fd86be25944fd226c6b4,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0137,SRC-e1b18a6975406b10,final/uni-tehran/episode-30.md,b0444928951fd59192d465974f9472462ea319f697d36f6577cb5210bd5a3082,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0138,SRC-ee169d36d866a55f,final/uni-tehran/episode-31.md,3e7d9da17b2ba67b6b03dfbe6b623682e6bf49e293500b509317882029ae65c3,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0139,SRC-aced6c1be629d70b,final/uni-tehran/episode-32.md,9477b5293a1d745420124984802f1bb1b4ebec1694e64bcbe5c8cb2f4427a327,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0140,SRC-2ba7b80588080ac4,final/uni-tehran/episode-33.md,96162449f7aaaaa7ede618b67cb12d953e7dcc5af95c71d817582ca5aba1ad82,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0141,SRC-7385cf77a306a782,final/uni-tehran/episode-34.md,bd3237c271cd9c47cf8b677fc3109cd981e3684412aebf65d4fb05774b1c6de6,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0142,SRC-35de5fbb31905676,final/uni-tehran/episode-35.md,6c14c1ecd5c128042f153faee18744b1693ea1996522b138589009d94faa7942,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0143,SRC-0f11f2a81676da5a,final/uni-tehran/episode-36.md,35cf424d385ede0eb976678947672ea01db0d0361a4b0e50714918553de6a687,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0144,SRC-8dc6bc7b4e5b1cd3,final/uni-tehran/episode-37.md,50a24ea9a24e230e403c6525b27e09cf9198d57698446a292cd50da384a3f73f,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
0145,SRC-a7409dfeb2885487,final/uni-tehran/episode-38.md,c1db091156dcc44de4e8591cc34c12d4b2cd7d69a463fcc93aa633441fdf7d64,متن ویدیو/uni-tehran,نسخه مرجع قفل‌شده,عنوان بخش و شماره قسمت,مسیر خانواده، فصل/قسمت، عنوان‌های Markdown و ترتیب بندها حفظ شود.
