source_id,relative_path,sha256,confirmed_role,work_family,edition_status,segmentation_eligibility,metadata_status,decision_basis,evidence_locator,review_status,issue_codes
SRC-4e4f03bd4c063cff,final/asre_shirin/season-2/episode-24.md,8aaeeb225529e262e68f2588d766b6b4061186075f304dfb0c0f756ed0788ec3,فایل ماهوی,متن ویدیو/asre_shirin,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/asre_shirin/season-2/episode-24.md]؛ final/asre_shirin/season-2/episode-24.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-0e2d65fb26c283f1,final/asre_shirin/season-2/episode-25.md,ffed37154759e1c6ce0a95779f53c038a6bca0f6a7e6b7e0f07782a63ccc8e7c,فایل ماهوی,متن ویدیو/asre_shirin,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/asre_shirin/season-2/episode-25.md]؛ final/asre_shirin/season-2/episode-25.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-3b729d9fe08bf4aa,final/asre_shirin/season-2/episode-26.md,c640a72ac24141a0a7d67a5c437b24322b93c0849789369a9e6f4d1d1e2eab3f,فایل ماهوی,متن ویدیو/asre_shirin,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است. نبود ویدیوی متناظر محدودیت تطبیق است، نه دلیل حذف متن.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/asre_shirin/season-2/episode-26.md]؛ final/asre_shirin/season-2/episode-26.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE;VIDEO_COUNTERPART_ABSENT
SRC-61b0e56ec3897887,final/dar-jostojo-final-C/1.md,8fcb3083b7f4b2361eb5c053ab7dc19b6945b1ace112adfe22ec066ae3bed842,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/1.md]؛ final/dar-jostojo-final-C/1.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-5bace1de39884325,final/dar-jostojo-final-C/10.md,f0667c5926ac7c7dbe5a609ee4a89c402dca033ee02a68edb3fe6abbc3d01d88,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/10.md]؛ final/dar-jostojo-final-C/10.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-c8fb85b7bc02bc00,final/dar-jostojo-final-C/11.md,7cbab93420164787911ab6e3aacdd8dbcde6b13dcf18e0f4f0773857397d44e5,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/11.md]؛ final/dar-jostojo-final-C/11.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-dd9b01a5a51f766f,final/dar-jostojo-final-C/12.md,74086632c3e45b44a1d7a631b2c11951821a54eec0c03af4a85a4ec17767dd11,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/12.md]؛ final/dar-jostojo-final-C/12.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-1b3dbe9c505e3aee,final/dar-jostojo-final-C/13.md,63563917bc82fdb243dfef9a2a6fd9a1dbd33a4182cd01740164f9b7b42df8ab,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/13.md]؛ final/dar-jostojo-final-C/13.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-00047544b74d981d,final/dar-jostojo-final-C/14.md,6bd1bee93e706f777831b82967ff9b5da9f30851c6f67beb29252db7da2695e0,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/14.md]؛ final/dar-jostojo-final-C/14.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-86f4859e593ea36a,final/dar-jostojo-final-C/15.md,a1a27db7f7bd08066b1a18bf84a304ba3b3338e0d7be7e2db5b7275133accf32,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/15.md]؛ final/dar-jostojo-final-C/15.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-52bbafa82dc9638c,final/dar-jostojo-final-C/16.md,17ed99b7c13760acfd507d45be1a1da0c0c68f8f5fa4b68c376e563a8475c6e2,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/16.md]؛ final/dar-jostojo-final-C/16.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-c3eaf57e2a4070df,final/dar-jostojo-final-C/17.md,4feb121ebf4e40c9f9f90299b834430c8982dd42133989f7751b49ac8aa8e521,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/17.md]؛ final/dar-jostojo-final-C/17.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-66bf28255ddac177,final/dar-jostojo-final-C/18.md,0cc3de37f0df4018786698c912e48ad5b677e52be7cd76bdd66d5923ba4cae4c,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/18.md]؛ final/dar-jostojo-final-C/18.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-32d92ba07ba406ec,final/dar-jostojo-final-C/19.md,9d8763b1bddffb641a8b332cc6c746c5b3a8a9a83eafaa76582997da4567377f,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/19.md]؛ final/dar-jostojo-final-C/19.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-46b78b30823d2378,final/dar-jostojo-final-C/2.md,615334f2a7068101181d06781fb68670980edc0a7acf156533931c62f63574a1,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/2.md]؛ final/dar-jostojo-final-C/2.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-f9d17e344f35b3f3,final/dar-jostojo-final-C/20.md,c15dffd0e7d0a7c311e3f2a27418f73dec7c9095f1e13a2c7765598cd7434c60,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/20.md]؛ final/dar-jostojo-final-C/20.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-4002c7059c0483fd,final/dar-jostojo-final-C/22.md,e37ffc0bfce42d0df7b534afa619f67c240eed5413a8fe25bb397c6a8cbddf1e,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/22.md]؛ final/dar-jostojo-final-C/22.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-69b70d6e812a5dbc,final/dar-jostojo-final-C/23.md,0c0449d4604a4873b8aa56a1b1ccda51397e811f747950e1335e4caf3f473778,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/23.md]؛ final/dar-jostojo-final-C/23.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-801c1e8ed2b0533d,final/dar-jostojo-final-C/24.md,4b2bb76410486e5484097ba526719aa06e50ccbc7b6158ad955da5971762a1b3,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/24.md]؛ final/dar-jostojo-final-C/24.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-09bdd2ab68140026,final/dar-jostojo-final-C/25.md,ff2d008ce03fa5b8b984751a30f92b5ae403214dda9f3f95c00e636ea68a7b62,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/25.md]؛ final/dar-jostojo-final-C/25.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-2be088f03199c92c,final/dar-jostojo-final-C/26.md,c71260500ed47939c184730085bde01e809ee9ec16387b119ce5356e3c8067f6,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/26.md]؛ final/dar-jostojo-final-C/26.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-cd8e6bb82632f99c,final/dar-jostojo-final-C/27.md,b88c3296bbefd91f5aaf29d64e3fb8b14778b42bf4cea2ed43ebb647567f440c,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/27.md]؛ final/dar-jostojo-final-C/27.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-d0fbd1943a49ca54,final/dar-jostojo-final-C/28.md,2392bca31be9a77b10fa12784be823d8f785af0da3e13d689639e2646809b561,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/28.md]؛ final/dar-jostojo-final-C/28.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-2c23beb6b56213a9,final/dar-jostojo-final-C/29.md,28003e464dc3b2a9feec1e8a3d2a47cf528fd905673418682d6e31bb82fc3f05,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/29.md]؛ final/dar-jostojo-final-C/29.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-95da2e5ec22ef192,final/dar-jostojo-final-C/3.md,ff601641eb31a1cb52cfac8954d8191d0052dad23e2281757236f4e558bc3a33,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/3.md]؛ final/dar-jostojo-final-C/3.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-817b038b349e5904,final/dar-jostojo-final-C/30.md,fd9981bf6b6c46c256dc1e5dae844a86dc658a5701473f9a4676691194ef0f0d,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/30.md]؛ final/dar-jostojo-final-C/30.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-e8bcbf7e9460a793,final/dar-jostojo-final-C/4.md,b2b30b26e31a1c58b1aab0708e14c93f8a2adc04b960f69fa01caaf77926e892,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/4.md]؛ final/dar-jostojo-final-C/4.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-3f1dd8a2c54f7125,final/dar-jostojo-final-C/5.md,cf0b831a128e6b845c35d9211a043a5ec6efa54424ec6dc0aefcc2489dc98c91,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/5.md]؛ final/dar-jostojo-final-C/5.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-2b4dfb41d43fd386,final/dar-jostojo-final-C/6.md,242cc07d58147e11f01bb151580b0f3e52155a993991bacf90889b12bcaaa9d0,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/6.md]؛ final/dar-jostojo-final-C/6.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-c16514539ef61f9f,final/dar-jostojo-final-C/7.md,6b999106f47bdd621213d380b6a362fcd174c12b729d760938ad4538a09e23a2,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/7.md]؛ final/dar-jostojo-final-C/7.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-5d88c08386dc06b2,final/dar-jostojo-final-C/8.md,e71a188ecf8f24fd103ecbc094f994cf128cd1b7d851fa102a6271ad953fd895,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/8.md]؛ final/dar-jostojo-final-C/8.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-cd9fa5f7aa8c5dea,final/dar-jostojo-final-C/9.md,44fd8932fbc699ffc248880b7ff5473540b195cc9923358b2a110fb5bcaf2f28,فایل ماهوی,متن ویدیو/dar-jostojo-final-C,نسخه مرجع قفل‌شده,واجد,قابل استنتاج از شواهد داخلی,lock پیکره این مسیر را CANONICAL و دارای متن معنادار ثبت کرده است.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/9.md]؛ final/dar-jostojo-final-C/9.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-a9a6076d5bdaf3b1,final/dar-jostojo-final-C/extracted/CURATED_REVIEW.md,1bd13e0132ca4480ff74e7eb0f96798f12f817ffc36b2843af16b440f7e9fd4f,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/CURATED_REVIEW.md]؛ final/dar-jostojo-final-C/extracted/CURATED_REVIEW.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-566dab80840b1e27,final/dar-jostojo-final-C/extracted/README.md,437caa2db345679f3a411ae498f05bc003e774124b87a0d2bc399f1f4d070ca7,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/README.md]؛ final/dar-jostojo-final-C/extracted/README.md:1,تأییدشده,INSUFFICIENT_METADATA;NAME_SIMILAR_CANDIDATE
SRC-ea6fb84b6fb9c25a,final/dar-jostojo-final-C/extracted/candidate-differences/site-12_vs_final-02.md,5e92d563e1841470daeb4eb34a44a6abc0b2839047e0738a693732198931789b,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-12_vs_final-02.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-12_vs_final-02.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-8844a8a6102cbb63,final/dar-jostojo-final-C/extracted/candidate-differences/site-14_vs_final-04.md,5caf0519bbd5f3da1b8c8c1858d6cbfa0c3144d57e1e7e917eb03aedf2a6c30c,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-14_vs_final-04.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-14_vs_final-04.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-e6592e3414053ecd,final/dar-jostojo-final-C/extracted/candidate-differences/site-18_vs_final-08.md,d3168b6fce8922f9cee582b4d5c8ce715a2faec89c186c731c68901085df99e0,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-18_vs_final-08.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-18_vs_final-08.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-24394ef26d0ef402,final/dar-jostojo-final-C/extracted/candidate-differences/site-20_vs_final-10.md,3a8c26a70a17b8cd619da254ce9cadbe4b8d3b615a8fc01cd43863ef40ce434c,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-20_vs_final-10.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-20_vs_final-10.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-47e12692dfa34531,final/dar-jostojo-final-C/extracted/candidate-differences/site-22_vs_final-12.md,396ac5f854d2b4b4e65405a76e7c5ff1379dfcde98b67b2cf679ebda0631e223,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-22_vs_final-12.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-22_vs_final-12.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-7a9426d28e786f98,final/dar-jostojo-final-C/extracted/candidate-differences/site-23_vs_final-13.md,c9fdcee6226edf88edb126d461c84b7a50c703cb9f614973c0cae3dde2fed8a7,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-23_vs_final-13.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-23_vs_final-13.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-47ab3c4fe1b9eff9,final/dar-jostojo-final-C/extracted/candidate-differences/site-25_vs_final-15.md,2f1c8fc783058f0ee7a8de115075c2ca583e74d29bae6a202d732ccea6768fb3,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-25_vs_final-15.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-25_vs_final-15.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-b2ad3f35c57a93d3,final/dar-jostojo-final-C/extracted/candidate-differences/site-27_vs_final-16.md,5b8ba62f9788158ce1df7b3dddc063cc189943b7afa237b3cfbd508648b83452,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-27_vs_final-16.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-27_vs_final-16.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-ba4afdd5999741f5,final/dar-jostojo-final-C/extracted/candidate-differences/site-28_vs_final-17.md,ccf478250437f428e5bfc862e51749eca79e439cc356a89431f0a046fd6ba1ec,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-28_vs_final-17.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-28_vs_final-17.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-f23d011a8a0da3fa,final/dar-jostojo-final-C/extracted/candidate-differences/site-31_vs_final-20.md,6757c66293ad50736f3475a90ec12ed0c0661c2e588a71146bb46761657581d9,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-31_vs_final-20.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-31_vs_final-20.md:1,تأییدشده,INSUFFICIENT_METADATA
SRC-9aea5a6782417241,final/dar-jostojo-final-C/extracted/candidate-differences/site-33_vs_final-22.md,be70aaa11ff309d32bc30fa0e03a929a1f4b06ce40ca942f7167bf7c392d3dc6,مواد بازبینی,متن ویدیو/dar-jostojo-final-C,فقط برای بازبینی,غیرواجد,قابل استنتاج از شواهد داخلی,lock آن را REVIEW_ONLY می‌داند؛ گزارش/اختلاف نامزد است و منبع Canonical نیست.,governance/locks/VIDEO_TRANSCRIPTS_FINAL.json files[path=final/dar-jostojo-final-C/extracted/candidate-differences/site-33_vs_final-22.md]؛ final/dar-jostojo-final-C/extracted/candidate-differences/site-33_vs_final-22.md:1,تأییدشده,INSUFFICIENT_METADATA
